series_id,account_id,result
656049,82262664,2
656049,91730177,0
656049,97590558,0
656049,101356886,2
656049,105248644,2
656049,113995822,2
656049,116934015,0
656049,190826739,0
656148,89354043,2
656148,89558517,2
656148,92253768,0
656148,93159453,0
656148,104275965,2
656148,172739956,0
656148,175709801,2
656148,277196834,0
656148,329977411,2
656148,874542740,0
656204,41637292,2
656204,79192770,2
656204,92706637,2
656204,96189126,2
656204,98961223,0
656204,114585639,0
656204,169405715,0
656204,185512564,2
656204,361688848,0
656204,1035128290,0
656559,54580962,0
656559,72312627,0
656559,73562326,0
656559,77490514,0
656559,96803083,2
656559,127565532,2
656559,127617979,2
656559,140288368,2
656559,152962063,0
656559,196878136,2
656616,27178898,0
656616,84772440,2
656616,87278757,2
656616,89117038,2
656616,92949094,0
656616,107855479,0
656616,111620041,2
656616,115464954,0
656616,121769650,2
656616,196490133,0
656680,85367644,2
656680,98172857,0
656680,108452107,0
656680,151643048,2
656680,169025618,0
656680,193884241,0
656680,219225327,2
656680,221666230,0
656680,230580807,2
656680,1071332616,2
656801,16497807,2
656801,90125566,0
656801,91730177,2
656801,93618577,0
656801,97590558,2
656801,116934015,2
656801,167976729,0
656801,183719386,0
656801,190826739,2
656801,401792574,0
656838,86700461,0
656838,86953414,2
656838,92601861,0
656838,103910993,2
656838,112426916,2
656838,113619848,2
656838,158606677,2
656838,257698084,0
656838,314584168,0
656838,412753955,0
656916,38628747,0
656916,50828662,2
656916,84429681,2
656916,86822085,2
656916,97658618,0
656916,110448679,2
656916,126212866,0
656916,126238768,2
656916,145550466,0
656916,238239590,0
656920,12231202,0
656920,18180970,0
656920,41231571,0
656920,122049498,0
656920,129807919,2
656920,151069590,0
656920,178633570,2
656920,387624608,2
656920,405351356,2
656920,872008996,2
656957,59752811,2
656957,81475303,0
656957,91741256,2
656957,110583422,0
656957,117311875,2
656957,138880576,0
656957,153125655,0
656957,160119017,2
656957,412413765,2
656957,412758827,0
657462,98961223,0
657462,112669497,2
657462,114585639,0
657462,124127745,2
657462,137676707,2
657462,166178728,2
657462,169405715,0
657462,306013204,2
657462,361688848,0
657462,1035128290,0
657678,10366616,2
657678,54580962,0
657678,72312627,0
657678,73562326,0
657678,77490514,0
657678,86698277,2
657678,94786276,2
657678,100058342,2
657678,103735745,2
657678,152962063,0
657787,34505203,2
657787,82262664,2
657787,96803083,0
657787,101356886,2
657787,105248644,2
657787,113995822,2
657787,127565532,0
657787,127617979,0
657787,140288368,0
657787,196878136,0
657859,25907144,0
657859,26771994,0
657859,86745912,0
657859,98172857,2
657859,108452107,2
657859,124801257,0
657859,154715080,0
657859,169025618,2
657859,193884241,2
657859,221666230,2
657909,14067214,2
657909,85367644,0
657909,94364925,2
657909,115141430,2
657909,151643048,0
657909,192120253,2
657909,219225327,0
657909,230580807,0
657909,236858633,2
657909,1071332616,0
658245,79922175,2
658245,92253768,0
658245,93159453,0
658245,143786911,2
658245,150914755,2
658245,151238860,2
658245,155347318,2
658245,172739956,0
658245,277196834,0
658245,874542740,0
658534,103940975,2
658534,108221389,0
658534,136421659,2
658534,136600451,2
658534,137895298,2
658534,162926943,0
658534,165178538,0
658534,250547284,0
658534,255219872,0
658534,1101855381,2
658549,88470,2
658549,94296097,0
658549,94738847,0
658549,103296177,2
658549,106863163,0
658549,119535307,0
