match_id,cluster,dire_team_id,duration,engine,game_mode,leagueid,lobby_type,radiant_team_id,radiant_win,series_id,series_type,radiant_team,dire_team,patch,region
6363133005,251,8254112.0,2289,1,2,13713,1,8118197.0,True,630651.0,1.0,"{'team_id': 8118197, 'name': 'Infinity', 'tag': 'Infinity', 'logo_url': 'https://steamusercontent-a.akamaihd.net/ugc/1744562778564148826/B2509E79A92E7D4A062B2A6FCA330667A1882762/'}","{'team_id': 8254112, 'name': 'Omega Gaming', 'tag': 'Ωmega', 'logo_url': 'https://steamusercontent-a.akamaihd.net/ugc/1669113053190369840/AB542C336682A319783E2EF6AB24F9ACE0779F0D/'}",49,15.0
6363094046,273,8605863.0,2443,1,2,13379,1,8112124.0,False,630610.0,1.0,"{'team_id': 8112124, 'name': 'Brame', 'tag': 'BR', 'logo_url': 'https://steamusercontent-a.akamaihd.net/ugc/1535122449444925400/4FF8F5867A8D86DF5700A8BDAD237A457B52E97B/'}","{'team_id': 8605863, 'name': 'Entity', 'tag': 'Entity', 'logo_url': 'https://steamusercontent-a.akamaihd.net/ugc/1816635640278661784/C77C3FA0D190002E17524596E5C62083994E2535/'}",49,3.0
6363041036,274,36.0,2009,1,2,13709,1,7422789.0,True,630590.0,1.0,"{'team_id': 7422789, 'name': 'HellRaisers', 'tag': 'HR', 'logo_url': 'https://steamusercontent-a.akamaihd.net/ugc/1831286133097023803/90F55813EB2ACD140D381894135B7872E2B9E3F7/'}","{'team_id': 36, 'name': 'Natus Vincere', 'tag': 'NAVI', 'logo_url': 'https://steamcdn-a.akamaihd.net/apps/dota2/images/team_logos/36.png'}",49,3.0
6362987229,273,8112124.0,2666,1,2,13379,1,8605863.0,True,630610.0,1.0,"{'team_id': 8605863, 'name': 'Entity', 'tag': 'Entity', 'logo_url': 'https://steamusercontent-a.akamaihd.net/ugc/1816635640278661784/C77C3FA0D190002E17524596E5C62083994E2535/'}","{'team_id': 8112124, 'name': 'Brame', 'tag': 'BR', 'logo_url': 'https://steamusercontent-a.akamaihd.net/ugc/1535122449444925400/4FF8F5867A8D86DF5700A8BDAD237A457B52E97B/'}",49,3.0
6362975261,251,2289950.0,1097,1,2,13713,1,7121518.0,False,630582.0,1.0,"{'team_id': 7121518, 'name': 'Unknown Team', 'tag': 'Unknown', 'logo_url': 'https://steamusercontent-a.akamaihd.net/ugc/1754690801637716226/9CD4F77CD5A7114A4804E1924E3A946FCD357421/'}","{'team_id': 2289950, 'name': 'Balrogs e-Sport', 'tag': 'Balrogs', 'logo_url': 'https://steamusercontent-a.akamaihd.net/ugc/1842541618687603721/E553F457455C9A6A07836B2E60E8585A9F44C0BC/'}",49,15.0
6362899123,273,7422789.0,3552,1,2,13709,1,36.0,True,630590.0,1.0,"{'team_id': 36, 'name': 'Natus Vincere', 'tag': 'NAVI', 'logo_url': 'https://steamcdn-a.akamaihd.net/apps/dota2/images/team_logos/36.png'}","{'team_id': 7422789, 'name': 'HellRaisers', 'tag': 'HR', 'logo_url': 'https://steamusercontent-a.akamaihd.net/ugc/1831286133097023803/90F55813EB2ACD140D381894135B7872E2B9E3F7/'}",49,3.0
6362882391,273,5014799.0,1572,1,2,13379,1,8599101.0,True,630553.0,1.0,"{'team_id': 8599101, 'name': 'Gaimin Gladiators', 'tag': 'GG', 'logo_url': 'https://steamusercontent-a.akamaihd.net/ugc/1850419664501191993/5DAAB68FB5604D29E1792A0F35E74B3FE3F3A026/'}","{'team_id': 5014799, 'name': 'Nemiga Gaming', 'tag': 'Nemiga', 'logo_url': 'https://steamusercontent-a.akamaihd.net/ugc/1761446291384253796/DDD9E9CE3AC50467578944F685C4BD84ED0285B7/'}",49,3.0
6362861405,251,7121518.0,1254,1,2,13713,1,2289950.0,True,630582.0,1.0,"{'team_id': 2289950, 'name': 'Balrogs e-Sport', 'tag': 'Balrogs', 'logo_url': 'https://steamusercontent-a.akamaihd.net/ugc/1842541618687603721/E553F457455C9A6A07836B2E60E8585A9F44C0BC/'}","{'team_id': 7121518, 'name': 'Unknown Team', 'tag': 'Unknown', 'logo_url': 'https://steamusercontent-a.akamaihd.net/ugc/1754690801637716226/9CD4F77CD5A7114A4804E1924E3A946FCD357421/'}",49,15.0
6362769302,274,5014799.0,2511,1,2,13379,1,8599101.0,False,630553.0,1.0,"{'team_id': 8599101, 'name': 'Gaimin Gladiators', 'tag': 'GG', 'logo_url': 'https://steamusercontent-a.akamaihd.net/ugc/1850419664501191993/5DAAB68FB5604D29E1792A0F35E74B3FE3F3A026/'}","{'team_id': 5014799, 'name': 'Nemiga Gaming', 'tag': 'Nemiga', 'logo_url': 'https://steamusercontent-a.akamaihd.net/ugc/1761446291384253796/DDD9E9CE3AC50467578944F685C4BD84ED0285B7/'}",49,3.0
6362760250,273,7119388.0,2684,1,2,13709,1,8310936.0,False,630551.0,1.0,"{'team_id': 8310936, 'name': 'Wayfarers', 'tag': 'Way', 'logo_url': 'https://steamusercontent-a.akamaihd.net/ugc/1858309493993204973/9115EF5523F852C1EDA27BF1194658188AA197FA/'}","{'team_id': 7119388, 'name': 'Team Spirit', 'tag': 'TSpirit', 'logo_url': 'https://steamusercontent-a.akamaihd.net/ugc/1773822957617535601/F40F2155B92321415E972B787C5B1B0FFF06155A/'}",49,3.0
6362670285,274,5014799.0,1518,1,2,13379,1,8599101.0,True,630553.0,1.0,"{'team_id': 8599101, 'name': 'Gaimin Gladiators', 'tag': 'GG', 'logo_url': 'https://steamusercontent-a.akamaihd.net/ugc/1850419664501191993/5DAAB68FB5604D29E1792A0F35E74B3FE3F3A026/'}","{'team_id': 5014799, 'name': 'Nemiga Gaming', 'tag': 'Nemiga', 'logo_url': 'https://steamusercontent-a.akamaihd.net/ugc/1761446291384253796/DDD9E9CE3AC50467578944F685C4BD84ED0285B7/'}",49,3.0
6362662278,274,7119388.0,1559,1,2,13709,1,8310936.0,False,630551.0,1.0,"{'team_id': 8310936, 'name': 'Wayfarers', 'tag': 'Way', 'logo_url': 'https://steamusercontent-a.akamaihd.net/ugc/1858309493993204973/9115EF5523F852C1EDA27BF1194658188AA197FA/'}","{'team_id': 7119388, 'name': 'Team Spirit', 'tag': 'TSpirit', 'logo_url': 'https://steamusercontent-a.akamaihd.net/ugc/1773822957617535601/F40F2155B92321415E972B787C5B1B0FFF06155A/'}",49,3.0
