account_id,match_id,assists,camps_stacked,deaths,denies,firstblood_claimed,gold_per_min,kills,last_hits,obs_placed,roshans_killed,rune_pickups,stuns,teamfight_participation,towers_killed,start_time,isRadiant,win,lose
98961223,6612260691.12,11.76,1.8,8.28,5.32,0.2,251.56,1.76,36.4,10.64,0.0,3.88,31.845922360000003,0.5520149556,0.08,1654947624.76,0.56,0.36,0.64
361688848,6612260691.12,8.32,1.48,3.24,7.64,0.12,614.96,6.52,342.04,0.12,0.64,1.92,22.47115434,0.5982384111999999,2.16,1654947624.76,0.56,0.36,0.64
169405715,6612260691.12,11.8,2.12,6.68,2.48,0.0,273.24,2.8,54.12,4.32,0.04,2.76,27.660198580399996,0.6061785248000001,0.08,1654947624.76,0.56,0.36,0.64
107803494,6612334031.88,9.48,1.64,2.88,7.64,0.08,504.24,6.52,244.68,0.76,0.12,9.4,20.6490787,0.7484508724000001,1.16,1654951300.96,0.2,0.6,0.4
207829314,6612334031.88,11.8,2.68,4.32,4.04,0.0,305.68,2.48,81.36,4.4,0.04,4.44,32.256149012,0.6467920415999999,0.4,1654951300.96,0.2,0.6,0.4
183378746,6612334031.88,12.84,1.48,5.64,2.64,0.24,275.2,1.92,41.04,10.64,0.04,4.4,34.042189556,0.7057847656,0.12,1654951300.96,0.2,0.6,0.4
129958758,6612334031.88,10.56,0.96,2.24,8.84,0.04,466.08,4.32,217.24,0.12,0.2,1.48,35.275404888000004,0.6597409328,1.16,1654951300.96,0.2,0.6,0.4
148215639,6612334031.88,8.04,0.96,1.8,15.52,0.12,623.08,6.44,338.36,0.08,0.52,3.56,15.829258052,0.6337960556,2.0,1654951300.96,0.2,0.6,0.4
175709801,6612466530.36,7.76,1.44,5.32,9.64,0.12,590.08,7.16,393.44,0.08,0.48,3.68,22.180525177600003,0.4868474192,1.8,1654936983.36,0.24,0.16,0.84
89558517,6612466530.36,13.52,0.68,6.6,8.84,0.16,460.32,6.0,254.32,0.0,0.16,3.04,40.99112244,0.6768834748,1.04,1654936983.36,0.24,0.16,0.84
139937922,6613523723.84,10.6,1.0,5.0,9.76,0.04,475.64,4.36,224.32,0.08,0.16,3.2,28.250706896,0.66733368,0.72,1655017093.96,0.6,0.48,0.52
137129583,6613523723.84,9.28,1.0,2.8,10.68,0.12,542.72,6.24,280.96,1.68,0.24,9.48,12.438455892000002,0.7283658072,1.36,1655017093.96,0.6,0.48,0.52
277141004,6613523723.84,7.6,1.76,2.6,15.8,0.12,614.68,6.0,331.28,0.16,0.52,2.68,9.212836639999999,0.6142093960000001,1.96,1655017093.96,0.6,0.48,0.52
114645455,6613523723.84,12.32,1.0,6.24,3.44,0.08,284.48,2.68,68.56,5.72,0.0,3.28,36.45365168,0.6978663424,0.08,1655017093.96,0.6,0.48,0.52
152545459,6613561449.68,6.64,1.0,3.64,17.08,0.12,572.28,6.56,319.12,0.24,0.16,2.68,15.268870139999999,0.6111148596,1.8,1655020762.88,0.56,0.32,0.68
136829091,6613561449.68,11.76,2.04,5.44,2.76,0.12,258.28,1.92,38.0,11.68,0.04,2.16,31.762609159999997,0.6631706032,0.08,1655020762.88,0.56,0.32,0.68
94281932,6613561449.68,8.04,1.72,3.56,17.6,0.04,562.6,5.92,308.44,1.52,0.12,10.08,24.441953936,0.6778690323999998,1.36,1655020762.88,0.56,0.32,0.68
121404228,6613561449.68,11.32,1.32,6.04,3.88,0.08,274.28,2.68,63.52,3.52,0.0,2.92,34.157411515999996,0.6771099624000001,0.04,1655020762.88,0.56,0.32,0.68
